section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [G],acceleration y [G],acceleration z [G],roll,pitch,yaw,rotation vector w,rotation vector x,rotation vector y,rotation vector z
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814283171015,-1.036585,-18.536585,9.634147,-0.060669,-1.123779,0.108032,6.235459505385251,85.24330575620581,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814288111015,-1.036585,-18.475611,10.792684,-0.064087,-1.093384,0.09967,6.1754179995439245,84.81174663880893,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814293051015,-1.097561,-18.841463,11.52439,-0.071472,-1.068237,0.088745,6.118010535242945,84.38023552984521,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814297991015,-0.853659,-18.780489,11.646341,-0.076172,-1.043335,0.078918,6.064144612455266,83.9502985758968,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814302931015,-0.487805,-18.902439,11.402439,-0.085022,-1.026917,0.069092,6.014285212704124,83.52272753094047,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814307871015,-0.243902,-19.146341,11.402439,-0.08374,-1.012146,0.060486,5.963757750551423,83.09658129005561,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814312811015,-0.0,-19.207317,11.707317,-0.084229,-1.00116,0.05304,5.914275518760576,82.67189966268916,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814317751015,-0.0,-18.902439,11.585366,-0.085083,-0.993652,0.046753,5.867428009522541,82.24754052755463,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814322691015,-0.182927,-18.963415,11.890244,-0.086121,-0.990845,0.041992,5.821635040480231,81.82256514301235,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814327631015,-0.426829,-18.841463,12.012196,-0.09259,-0.996826,0.043762,5.779762961139994,81.3969014453728,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814332571015,-0.670732,-18.780489,11.707317,-0.094788,-1.011902,0.04834,5.739040242398829,80.9704170654984,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814337511015,-0.853659,-18.902439,11.036586,-0.096558,-1.018921,0.04718,5.698321763114336,80.54346897752112,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814342451015,-1.341463,-18.658537,10.426829,-0.097351,-1.010315,0.039307,5.659515640658441,80.11457755433582,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814347391015,-2.012195,-18.475611,9.756098,-0.097961,-0.998901,0.034058,5.6223208881423545,79.68287668828594,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814352331015,-2.682927,-18.597561,9.207317,-0.102478,-0.991943,0.034729,5.586921761006522,79.248535121884,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814357271015,-3.292683,-18.658537,8.170732,-0.103394,-0.990662,0.040527,5.551449376170467,78.81177044345975,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814362211015,-3.658537,-18.780489,6.463415,-0.106567,-0.98468,0.042542,5.51601694545937,78.3740078016682,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814367151015,-3.841464,-19.207317,5.0,-0.110229,-0.982056,0.043823,5.479339610635918,77.93614483818953,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814372091015,-4.085366,-19.268293,3.902439,-0.111572,-0.983276,0.041809,5.442219462257725,77.49771784540201,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814377031015,-4.207317,-19.329269,2.560976,-0.109924,-0.975525,0.039307,5.403463466799479,77.05927938374685,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814381971015,-4.390244,-19.512196,1.95122,-0.113525,-0.964172,0.041748,5.365826102910262,76.62075242705868,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814386911015,-4.329268,-19.573172,1.585366,-0.111206,-0.954041,0.046448,5.327557173216576,76.1830290885485,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814391851015,-4.085366,-19.756098,1.097561,-0.114624,-0.944763,0.049438,5.290404805455381,75.74733300202416,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814396791015,-3.780488,-19.87805,0.792683,-0.117981,-0.934387,0.049011,5.25485116984828,75.31395377876885,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814401731015,-3.414634,-20.304878,0.670732,-0.11676,-0.929138,0.047302,5.217261491180864,74.88285613403121,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814406671015,-2.804878,-20.304878,0.304878,-0.118286,-0.926453,0.047363,5.180520313725964,74.45545389555585,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814411611015,-2.134146,-20.365854,0.731707,-0.119019,-0.924377,0.047852,5.144998416311267,74.03188364253768,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814416551015,-1.829268,-20.42683,1.646341,-0.11969,-0.921875,0.04834,5.1114058359142405,73.61026652874983,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814421491015,-1.52439,-20.121952,2.256098,-0.119507,-0.918396,0.048096,5.080757122456305,73.19062145862287,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814426431015,-1.463415,-19.939024,2.987805,-0.120056,-0.918396,0.051208,5.0529312591544056,72.77176773511934,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814431371015,-1.463415,-19.87805,4.146341,-0.124023,-0.912231,0.047668,5.029790874440806,72.35355258194474,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814436311015,-1.829268,-19.817074,4.634146,-0.125,-0.903564,0.049805,5.0093945344143265,71.93417652832471,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814441251015,-2.317073,-19.695122,5.121951,-0.128845,-0.901367,0.049622,4.992913443170352,71.51316669862922,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814446191015,-2.926829,-19.939024,5.609756,-0.132202,-0.903076,0.050903,4.978228533157051,71.08986163215212,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814451131015,-3.719512,-20.0,5.365854,-0.133606,-0.903931,0.047852,4.964018308644768,70.66332911061741,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814456071015,-4.573171,-19.817074,5.060976,-0.138245,-0.906433,0.038452,4.952437005207287,70.23344260642605,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814461011015,-5.792683,-19.634148,5.121951,-0.140808,-0.902222,0.035706,4.9438741692472945,69.79835617133779,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814465951015,-7.256098,-19.390244,5.121951,-0.146484,-0.905396,0.036621,4.93957954393079,69.35709141576243,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814470891015,-8.719512,-19.207317,4.939024,-0.14563,-0.908203,0.03064,4.935607821791535,68.90912179737674,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814475831015,-10.426829,-18.902439,5.121951,-0.147156,-0.908142,0.026855,4.934599747650196,68.45344856377804,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814480771015,-12.073171,-18.536585,5.243903,-0.148743,-0.909729,0.024536,4.936704670382966,67.9904111951821,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814485711015,-13.536586,-18.170732,5.121951,-0.149475,-0.911743,0.025452,4.941197367648158,67.52095037400778,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814490651015,-14.756098,-18.109756,5.365854,-0.151611,-0.914856,0.022888,4.94777405225193,67.04624849148246,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814495591015,-15.731708,-17.804878,5.182927,-0.154053,-0.918091,0.018921,4.9567919183500635,66.56761026677671,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814500531015,-16.219513,-17.5,4.695122,-0.155823,-0.921875,0.016907,4.967366067162402,66.08747612894217,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814505471015,-16.402439,-17.317074,4.512195,-0.157837,-0.928833,0.005859,4.978922016668633,65.60712655519853,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814510411015,-16.402439,-17.134148,4.329268,-0.161926,-0.931702,-0.004761,4.992704931049246,65.12767690695586,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814515351015,-16.402439,-16.829269,3.658537,-0.158142,-0.933594,-0.012085,5.004905272418,64.64868928076686,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814520291015,-16.219513,-16.219513,3.414634,-0.162903,-0.935425,-0.024292,5.021324794263933,64.17156474929698,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814525231015,-15.914635,-15.609756,2.987805,-0.169678,-0.941833,-0.036987,5.041996277456519,63.69701032563961,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814530171015,-15.670732,-15.0,2.621951,-0.173218,-0.951416,-0.051147,5.065207901967369,63.22439726226207,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814535111015,-15.670732,-14.268293,2.439024,-0.175964,-0.954224,-0.062134,5.092174409755927,62.75258122532162,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814540051015,-15.97561,-13.414635,2.5,-0.175964,-0.955688,-0.075562,5.122721778233199,62.2797939426066,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814544991015,-16.280489,-12.256098,2.560976,-0.177734,-0.95459,-0.087891,5.159146430278156,61.80623542375892,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814549931015,-16.768293,-11.280488,2.743902,-0.178833,-0.953674,-0.098938,5.20064751397922,61.33094502600744,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814554871015,-17.560976,-10.182927,2.987805,-0.179077,-0.945984,-0.109131,5.248041742470036,60.85245050283157,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814559811015,-18.109756,-9.146341,2.926829,-0.184509,-0.937378,-0.109375,5.3031257376450185,60.37260632602056,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814564751015,-18.597561,-8.353659,2.743902,-0.188965,-0.935303,-0.108948,5.36362893118789,59.89159838175891,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814569691015,-18.841463,-7.865854,2.378049,-0.191528,-0.932861,-0.116028,5.42652914096962,59.41031450809777,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814574631015,-18.963415,-7.317073,1.52439,-0.192322,-0.934509,-0.119141,5.4899338354960605,58.9293162106768,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814579571015,-18.902439,-7.073171,0.792683,-0.19696,-0.939087,-0.119812,5.554331160502301,58.44978294651747,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814584511015,-18.841463,-6.768293,0.853659,-0.200928,-0.939087,-0.117249,5.6222481890561085,57.9717246785998,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814589451015,-18.780489,-6.280488,0.060976,-0.206116,-0.936829,-0.120544,5.692541892385293,57.49521491328193,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814594391015,-18.414635,-6.402439,-0.182927,-0.212585,-0.939697,-0.124023,5.764145797812233,57.021688336648424,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814599331015,-18.109756,-6.280488,-0.121951,-0.214905,-0.94397,-0.125549,5.837102800906678,56.55051694606988,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814604271015,-17.804878,-6.341464,-0.243902,-0.216003,-0.943298,-0.126953,5.91007927651782,56.081677511058615,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814609211015,-17.317074,-6.402439,-0.487805,-0.219482,-0.93689,-0.129333,5.984188522400501,55.61633475334054,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814614151015,-17.012196,-6.52439,-0.121951,-0.220703,-0.931152,-0.13269,6.0598035159571,55.15330194449473,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814619091015,-16.524391,-6.463415,0.182927,-0.223328,-0.931946,-0.133301,6.137699407232702,54.69359950326168,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814624031015,-15.731708,-6.585366,0.243902,-0.226013,-0.938965,-0.132812,6.215972794986783,54.23867732770191,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814628971015,-15.0,-6.829268,0.731707,-0.222412,-0.947876,-0.126282,6.292953334768185,53.78783434606248,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814633911015,-14.207317,-7.012195,1.158537,-0.218445,-0.955078,-0.124512,6.368436292012291,53.341229549279404,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814638851015,-13.47561,-6.829268,1.52439,-0.218628,-0.966248,-0.126404,6.444901298414607,52.898750366892045,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814643791015,-12.682927,-7.195122,2.012195,-0.219604,-0.972595,-0.124268,6.521587907123745,52.46094183367134,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814648731015,-12.073171,-7.256098,2.5,-0.221375,-0.9776,-0.119812,6.600326609565741,52.02707178968359,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814653671015,-11.402439,-7.317073,2.926829,-0.222534,-0.984558,-0.124084,6.679956547547619,51.59707353325419,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814658611015,-11.036586,-7.5,3.47561,-0.218567,-0.986511,-0.125,6.758912359138577,51.16921258596088,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814663551015,-10.54878,-7.621952,3.719512,-0.221313,-0.987122,-0.124573,6.839525937064565,50.74469259288705,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814668491015,-10.0,-7.804878,3.292683,-0.224243,-0.986267,-0.129578,6.919319617216161,50.32366296339285,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814673431015,-9.268292,-8.231708,2.987805,-0.225769,-0.984558,-0.130066,6.997524001490319,49.907070917603335,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814678371015,-9.02439,-8.658537,2.682927,-0.224731,-0.979553,-0.132629,7.073218812606342,49.49226448054037,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814683311015,-8.780488,-8.902439,2.012195,-0.224121,-0.976135,-0.133606,7.146067771314421,49.079303052158764,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814688251015,-8.414635,-9.390244,1.52439,-0.225708,-0.978821,-0.132935,7.216248913390245,48.668939425222504,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814693191015,-7.987805,-9.512196,1.036585,-0.233826,-0.979126,-0.138489,7.287662925100449,48.26179609485965,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814698131015,-7.621952,-9.817074,0.121951,-0.232056,-0.974304,-0.142517,7.354590852287998,47.85686732513912,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814703071015,-7.378049,-10.060976,-0.365854,-0.226868,-0.966064,-0.141174,7.417875400335674,47.45352188002468,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814708011015,-7.134147,-10.121951,-0.426829,-0.22821,-0.956848,-0.144775,7.482146840235146,47.052116585153954,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814712951015,-7.012195,-10.243902,-0.487805,-0.221924,-0.953796,-0.146851,7.543410684816735,46.65138417719922,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814717891015,-6.95122,-10.304878,-0.548781,-0.222168,-0.956177,-0.141052,7.604808109390746,46.251817659147264,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814722831015,-6.829268,-10.365854,-0.609756,-0.222778,-0.961121,-0.135986,7.666219850596349,45.85368673859506,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814727771015,-6.463415,-10.487805,-1.097561,-0.218811,-0.968994,-0.133545,7.7234914033145685,45.45765398014939,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814732711015,-6.158537,-10.487805,-1.768293,-0.216309,-0.971558,-0.131531,7.777505326484459,45.063574724927975,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814737651015,-5.97561,-10.609756,-2.317073,-0.212097,-0.971863,-0.132812,7.827445972095234,44.67060838050969,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814742591015,-5.914634,-10.304878,-2.865854,-0.210083,-0.96991,-0.132019,7.876098746749648,44.27841541637281,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814747531015,-5.914634,-10.182927,-3.414634,-0.211731,-0.968506,-0.124573,7.924881721777325,43.887269868327536,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814752471015,-6.097561,-10.426829,-4.329268,-0.20929,-0.968079,-0.125305,7.968693961414573,43.495577818680374,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814757411015,-6.280488,-10.54878,-5.304878,-0.208313,-0.961975,-0.129333,8.008649271018328,43.10336238273209,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814762351015,-6.707317,-10.243902,-5.54878,-0.20752,-0.953918,-0.135986,8.048866513549399,42.709346086921954,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814767291015,-7.317073,-10.121951,-5.54878,-0.209656,-0.945251,-0.138,8.091358192030242,42.313100654318134,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814772231015,-7.743903,-10.0,-5.914634,-0.206116,-0.942627,-0.132568,8.132171066847576,41.915321716084975,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814777171015,-8.292683,-9.634147,-6.158537,-0.200073,-0.942322,-0.136353,8.1704246328095,41.51474126445595,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814782111015,-8.658537,-9.390244,-6.646342,-0.197144,-0.93988,-0.132874,8.20700158330871,41.11287258511595,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814787051015,-8.841464,-8.902439,-7.195122,-0.192078,-0.942261,-0.134949,8.240557289796527,40.710119730110904,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814791991015,-8.902439,-8.353659,-7.439024,-0.189758,-0.942322,-0.135498,8.274022059162093,40.30741006468509,,,,,
f04c7b44-5076-4f28-a28d-7b7863f63221,b2345e8e-d5d9-49fe-a6bc-2a04432a24e5,1685088814796931015,-8.780488,-7.926829,-7.5,-0.186829,-0.940308,-0.134155,8.307677901971317,39.90572653796062,,,,,
